time	Torso_X	Torso_Y	Torso_Z	Torso_RXV	Torso_RYV	Torso_RZV	Torso_XV	Torso_YV	Torso_ZV	Torso_R00	Torso_R01	Torso_R02	Torso_R10	Torso_R11	Torso_R12	Torso_R20	Torso_R21	Torso_R22	RightThigh_X	RightThigh_Y	RightThigh_Z	RightThigh_RXV	RightThigh_RYV	RightThigh_RZV	RightThigh_XV	RightThigh_YV	RightThigh_ZV	RightThigh_R00	RightThigh_R01	RightThigh_R02	RightThigh_R10	RightThigh_R11	RightThigh_R12	RightThigh_R20	RightThigh_R21	RightThigh_R22	RightLeg_X	RightLeg_Y	RightLeg_Z	RightLeg_RXV	RightLeg_RYV	RightLeg_RZV	RightLeg_XV	RightLeg_YV	RightLeg_ZV	RightLeg_R00	RightLeg_R01	RightLeg_R02	RightLeg_R10	RightLeg_R11	RightLeg_R12	RightLeg_R20	RightLeg_R21	RightLeg_R22	RightFoot_X	RightFoot_Y	RightFoot_Z	RightFoot_RXV	RightFoot_RYV	RightFoot_RZV	RightFoot_XV	RightFoot_YV	RightFoot_ZV	RightFoot_R00	RightFoot_R01	RightFoot_R02	RightFoot_R10	RightFoot_R11	RightFoot_R12	RightFoot_R20	RightFoot_R21	RightFoot_R22	LeftThigh_X	LeftThigh_Y	LeftThigh_Z	LeftThigh_RXV	LeftThigh_RYV	LeftThigh_RZV	LeftThigh_XV	LeftThigh_YV	LeftThigh_ZV	LeftThigh_R00	LeftThigh_R01	LeftThigh_R02	LeftThigh_R10	LeftThigh_R11	LeftThigh_R12	LeftThigh_R20	LeftThigh_R21	LeftThigh_R22	LeftLeg_X	LeftLeg_Y	LeftLeg_Z	LeftLeg_RXV	LeftLeg_RYV	LeftLeg_RZV	LeftLeg_XV	LeftLeg_YV	LeftLeg_ZV	LeftLeg_R00	LeftLeg_R01	LeftLeg_R02	LeftLeg_R10	LeftLeg_R11	LeftLeg_R12	LeftLeg_R20	LeftLeg_R21	LeftLeg_R22	LeftFoot_X	LeftFoot_Y	LeftFoot_Z	LeftFoot_RXV	LeftFoot_RYV	LeftFoot_RZV	LeftFoot_XV	LeftFoot_YV	LeftFoot_ZV	LeftFoot_R00	LeftFoot_R01	LeftFoot_R02	LeftFoot_R10	LeftFoot_R11	LeftFoot_R12	LeftFoot_R20	LeftFoot_R21	LeftFoot_R22
0.0102	0.10529	0	3.09967	4.96892e-18	-1.30434e-17	-0.179024	-9.59686	-4.30826	-3.45351e-16	-0.938923	-0.344127	-2.77556e-17	2.77556e-17	-7.28584e-17	-1	0.344127	-0.938923	-7.28584e-17	0.10529	0	3.09967	-1.29061e-17	5.3153e-18	4.91181	3.43558	9.94272	-3.45351e-16	0.392496	0.919754	-2.77556e-17	-7.20916e-17	2.96904e-17	-1	-0.919754	0.392496	-7.28584e-17	0.54096	-8.00217e-17	2.07875	-1.36131e-17	-3.08282e-18	5.52816	-6.05244	14.5661	-3.51251e-16	-0.208492	0.978024	-2.77556e-17	-7.60407e-17	-1.72201e-17	-1	-0.978024	-0.208492	-7.28584e-17	0.288685	-1.72031e-16	0.895338	1.73011e-18	1.38502e-17	4.45497	22.0467	-1.53617	-3.47521e-16	0.990638	-0.136514	-2.77556e-17	9.66408e-18	7.73649e-17	-1	0.136514	0.990638	-7.28584e-17	0.10529	0	3.09967	-1.39528e-17	-3.743e-19	-3.95433	-0.890982	10.4817	-3.45351e-16	-0.0141492	0.9999	-2.77556e-17	-7.79381e-17	-2.09078e-18	-1	-0.9999	-0.0141492	-7.28584e-17	0.0895841	-8.65113e-17	1.98979	-8.64332e-18	-1.09597e-17	-2.8198	-5.25118	3.21509	-3.44936e-16	-0.777289	0.629144	-2.77556e-17	-4.82801e-17	-6.12188e-17	-1	-0.629144	-0.777289	-7.28584e-17	-0.850936	-1.4493e-16	1.22852	-1.34373e-17	-3.77611e-18	-1.90556	-4.36182	2.93056	-3.31675e-16	-0.258318	0.96606	-2.77556e-17	-7.50587e-17	-2.10927e-17	-1	-0.96606	-0.258318	-7.28584e-17
0.0104	0.107388	0	3.09982	4.97752e-18	-8.08846e-18	-0.179334	-9.59653	-4.30613	-3.2461e-16	-0.938911	-0.344161	-2.77556e-17	2.77556e-17	-4.51028e-17	-1	0.344161	-0.938911	-4.51028e-17	0.107388	0	3.09982	-9.30034e-18	1.92419e-18	4.91559	3.44703	9.93752	-3.2461e-16	0.393399	0.919368	-2.77556e-17	-5.18605e-17	1.07296e-17	-1	-0.919368	0.393399	-4.51028e-17	0.544061	-5.75651e-17	2.07932	-8.71307e-18	-3.77907e-18	5.53082	-6.04071	14.5726	-3.26746e-16	-0.20741	0.978254	-2.77556e-17	-4.85857e-17	-2.10728e-17	-1	-0.978254	-0.20741	-4.51028e-17	0.293095	-1.16354e-16	0.895637	-5.9298e-19	9.47878e-18	4.40484	22.0522	-1.54578	-3.22173e-16	0.990516	-0.137397	-2.77556e-17	-3.30657e-18	5.28555e-17	-1	0.137397	0.990516	-4.51028e-17	0.107388	0	3.09982	-9.27814e-18	-2.02855e-18	-3.95054	-0.896995	10.4801	-3.2461e-16	-0.0149399	0.999888	-2.77556e-17	-5.17367e-17	-1.13116e-17	-1	-0.999888	-0.0149399	-4.51028e-17	0.090805	-5.74277e-17	1.98995	-4.38209e-18	-8.42592e-18	-2.81749	-5.25623	3.21328	-3.22359e-16	-0.777644	0.628705	-2.77556e-17	-2.44354e-17	-4.69845e-17	-1	-0.628705	-0.777644	-4.51028e-17	-0.850144	-8.69945e-17	1.22921	-8.50176e-18	-4.23309e-18	-1.90498	-4.3648	2.93512	-3.12163e-16	-0.258686	0.965961	-2.77556e-17	-4.74074e-17	-2.36045e-17	-1	-0.965961	-0.258686	-4.51028e-17
0.0106	0.109487	0	3.09997	0	2.30606e-17	-0.179642	-9.59622	-4.304	9.47433e-17	-0.938898	-0.344194	0	0	1.2837e-16	-1	0.344194	-0.938898	1.2837e-16	0.109487	0	3.09997	1.67676e-17	-1.58315e-17	4.91933	3.45849	9.9323	9.47433e-17	0.394303	0.918981	0	9.33391e-17	-8.8128e-17	-1	-0.918981	0.394303	1.2837e-16	0.547163	1.03606e-16	2.0799	2.28234e-17	-3.29921e-18	5.53343	-6.02893	14.5791	1.12316e-16	-0.206328	0.978483	0	1.27049e-16	-1.83655e-17	-1	-0.978483	-0.206328	1.2837e-16	0.297506	2.57336e-16	0.895938	-1.08548e-17	-2.03461e-17	4.35537	22.0576	-1.55516	1.16308e-16	0.990395	-0.13827	0	-6.04247e-17	-1.13259e-16	-1	0.13827	0.990395	1.2837e-16	0.109487	0	3.09997	2.17737e-17	-7.59576e-18	-3.94677	-0.902987	10.4784	9.47433e-17	-0.01573	0.999876	0	1.21206e-16	-4.22827e-17	-1	-0.999876	-0.01573	1.2837e-16	0.0920266	1.34539e-16	1.99011	1.97782e-17	1.18581e-17	-2.81519	-5.26127	3.21147	1.03175e-16	-0.777998	0.628267	0	1.10098e-16	6.60095e-17	-1	-0.628267	-0.777998	1.2837e-16	-0.849351	2.67757e-16	1.22991	2.29686e-17	-2.05745e-18	-1.90439	-4.36775	2.93967	8.88263e-17	-0.259054	0.965863	0	1.27858e-16	-1.1453e-17	-1	-0.965863	-0.259054	1.2837e-16
0.0108	0.111585	0	3.10012	-4.99459e-18	-9.36486e-18	-0.179949	-9.59592	-4.30186	2.52874e-16	-0.938886	-0.344228	2.77556e-17	-2.77556e-17	-5.20417e-17	-1	0.344228	-0.938886	-5.20417e-17	0.111585	0	3.10012	-3.37017e-18	1.00642e-17	4.92302	3.46996	9.92708	2.52874e-16	0.395207	0.918592	2.77556e-17	-1.87285e-17	5.59281e-17	-1	-0.918592	0.395207	-5.20417e-17	0.550264	-2.07886e-17	2.08048	-8.54678e-18	6.29279e-18	5.53599	-6.0171	14.5855	2.41702e-16	-0.205245	0.978711	2.77556e-17	-4.74955e-17	3.49698e-17	-1	-0.978711	-0.205245	-5.20417e-17	0.301918	-7.82582e-17	0.896241	8.82016e-18	5.90351e-18	4.30653	22.0629	-1.56432	2.34088e-16	0.990274	-0.139132	2.77556e-17	4.90147e-17	3.28065e-17	-1	0.139132	0.990274	-5.20417e-17	0.111585	0	3.10012	-7.20301e-18	7.79508e-18	-3.94302	-0.908959	10.4767	2.52874e-16	-0.0165192	0.999864	2.77556e-17	-4.0028e-17	4.33182e-17	-1	-0.999864	-0.0165192	-5.20417e-17	0.0932488	-4.44311e-17	1.99027	-1.05999e-17	-5.3747e-19	-2.81288	-5.26628	3.20967	2.44221e-16	-0.778351	0.627829	2.77556e-17	-5.89049e-17	-2.98679e-18	-1	-0.627829	-0.778351	-5.20417e-17	-0.848556	-1.15706e-16	1.2306	-8.88391e-18	5.80714e-18	-1.90377	-4.37068	2.94421	2.44871e-16	-0.259422	0.965764	2.77556e-17	-4.9369e-17	3.2271e-17	-1	-0.965764	-0.259422	-5.20417e-17
0.011	0.113683	0	3.10027	0	-3.62723e-17	-0.180255	-9.59563	-4.29971	-1.47595e-16	-0.938874	-0.344262	0	0	-2.01228e-16	-1	0.344262	-0.938874	-2.01228e-16	0.113683	0	3.10027	-2.63232e-17	2.49554e-17	4.92667	3.48145	9.92185	-1.47595e-16	0.396111	0.918203	0	-1.46033e-16	1.38445e-16	-1	-0.918203	0.396111	-2.01228e-16	0.553366	-1.62097e-16	2.08106	-3.58872e-17	5.27143e-18	5.53851	-6.00524	14.5919	-1.75296e-16	-0.204161	0.978937	0	-1.99092e-16	2.92443e-17	-1	-0.978937	-0.204161	-2.01228e-16	0.306331	-4.02998e-16	0.896547	1.71314e-17	3.19718e-17	4.2583	22.0681	-1.57325	-1.81674e-16	0.990154	-0.139985	0	9.504e-17	1.7737e-16	-1	0.139985	0.990154	-2.01228e-16	0.113683	0	3.10027	-3.42662e-17	1.18959e-17	-3.93929	-0.91491	10.475	-1.47595e-16	-0.0173077	0.99985	0	-1.90098e-16	6.59948e-17	-1	-0.99985	-0.0173077	-2.01228e-16	0.0944716	-2.11009e-16	1.99043	-3.10897e-17	-1.86845e-17	-2.81058	-5.27127	3.20788	-1.608e-16	-0.778705	0.627391	0	-1.72476e-16	-1.03656e-16	-1	-0.627391	-0.778705	-2.01228e-16	-0.847761	-4.19705e-16	1.23129	-3.61299e-17	3.21127e-18	-1.90314	-4.3736	2.94875	-1.38192e-16	-0.259789	0.965665	0	-2.00438e-16	1.78152e-17	-1	-0.965665	-0.259789	-2.01228e-16
0.0112	0.115781	0	3.10041	0	-1.75404e-17	-0.18056	-9.59535	-4.29756	-7.10292e-17	-0.938861	-0.344296	0	0	-9.71445e-17	-1	0.344296	-0.938861	-9.71445e-17	0.115781	0	3.10041	-1.27169e-17	1.20808e-17	4.93027	3.49295	9.9166	-7.10292e-17	0.397015	0.917812	0	-7.04305e-17	6.69074e-17	-1	-0.917812	0.397015	-9.71445e-17	0.556468	-7.81778e-17	2.08164	-1.73512e-17	2.56898e-18	5.54098	-5.99333	14.5982	-8.44389e-17	-0.203077	0.979163	0	-9.6097e-17	1.42278e-17	-1	-0.979163	-0.203077	-9.71445e-17	0.310745	-1.94455e-16	0.896854	8.29805e-18	1.54534e-17	4.21065	22.0732	-1.58197	-8.75474e-17	0.990034	-0.140828	0	4.59574e-17	8.55861e-17	-1	0.140828	0.990034	-9.71445e-17	0.115781	0	3.10041	-1.65746e-17	5.7401e-18	-3.93557	-0.920842	10.4734	-7.10292e-17	-0.0180954	0.999836	0	-9.17955e-17	3.17906e-17	-1	-0.999836	-0.0180954	-9.71445e-17	0.0956951	-1.01893e-16	1.99059	-1.50294e-17	-9.04328e-18	-2.80828	-5.27624	3.2061	-7.74007e-17	-0.779057	0.626953	0	-8.32381e-17	-5.00847e-17	-1	-0.626953	-0.779057	-9.71445e-17	-0.846964	-2.02611e-16	1.23198	-1.7472e-17	1.54687e-18	-1.90249	-4.37649	2.95329	-6.64584e-17	-0.260157	0.965566	0	-9.6766e-17	8.56707e-18	-1	-0.965566	-0.260157	-9.71445e-17
0.0114	0.117879	0	3.10056	0	1.56874e-17	-0.180863	-9.59509	-4.2954	6.32184e-17	-0.938849	-0.34433	0	0	8.67362e-17	-1	0.34433	-0.938849	8.67362e-17	0.117879	0	3.10056	1.13624e-17	-1.08162e-17	4.93384	3.50447	9.91135	6.32184e-17	0.39792	0.91742	0	6.28233e-17	-5.9803e-17	-1	-0.91742	0.39792	8.67362e-17	0.55957	6.97338e-17	2.08222	1.55156e-17	-2.31534e-18	5.54342	-5.98138	14.6045	7.52244e-17	-0.201992	0.979387	0	8.57863e-17	-1.28016e-17	-1	-0.979387	-0.201992	8.67362e-17	0.31516	1.73535e-16	0.897164	-7.43357e-18	-1.38144e-17	4.16356	22.0783	-1.59047	7.80259e-17	0.989915	-0.141662	0	-4.11005e-17	-7.63801e-17	-1	0.141662	0.989915	8.67362e-17	0.117879	0	3.10056	1.48275e-17	-5.12257e-18	-3.93187	-0.926755	10.4717	6.32184e-17	-0.0188824	0.999822	0	8.19816e-17	-2.83229e-17	-1	-0.999822	-0.0188824	8.67362e-17	0.0969192	9.09995e-17	1.99076	1.34375e-17	8.095e-18	-2.80598	-5.28119	3.20432	6.89045e-17	-0.779409	0.626515	0	7.42962e-17	4.47576e-17	-1	-0.626515	-0.779409	8.67362e-17	-0.846166	1.80898e-16	1.23267	1.56268e-17	-1.37807e-18	-1.90184	-4.37936	2.95781	5.91095e-17	-0.260524	0.965467	0	8.64009e-17	-7.61942e-18	-1	-0.965467	-0.260524	8.67362e-17
0.0116	0.119976	0	3.1007	0	-4.39982e-18	-0.181166	-9.59483	-4.29324	-1.76448e-17	-0.938836	-0.344364	0	0	-2.42861e-17	-1	0.344364	-0.938836	-2.42861e-17	0.119976	0	3.1007	-3.1837e-18	3.03686e-18	4.93735	3.51599	9.90608	-1.76448e-17	0.398825	0.917027	0	-1.75734e-17	1.67628e-17	-1	-0.917027	0.398825	-2.42861e-17	0.562672	-1.95064e-17	2.0828	-4.35089e-18	6.54362e-19	5.54583	-5.96938	14.6108	-2.10157e-17	-0.200906	0.979611	0	-2.4016e-17	3.61195e-18	-1	-0.979611	-0.200906	-2.42861e-17	0.319577	-4.85658e-17	0.897476	2.08825e-18	3.87268e-18	4.11701	22.0833	-1.59876	-2.18075e-17	0.989797	-0.142486	0	1.15267e-17	2.13764e-17	-1	0.142486	0.989797	-2.42861e-17	0.119976	0	3.1007	-4.15972e-18	1.4336e-18	-3.92819	-0.932651	10.4701	-1.76448e-17	-0.0196686	0.999807	0	-2.29608e-17	7.91318e-18	-1	-0.999807	-0.0196686	-2.42861e-17	0.098144	-2.54865e-17	1.99092	-3.76759e-18	-2.27237e-18	-2.80367	-5.28613	3.20256	-1.92361e-17	-0.779761	0.626078	0	-2.07964e-17	-1.2543e-17	-1	-0.626078	-0.779761	-2.42861e-17	-0.845366	-5.06501e-17	1.23336	-4.38295e-18	3.84998e-19	-1.90116	-4.38221	2.96234	-1.64865e-17	-0.260892	0.965368	0	-2.4193e-17	2.12511e-18	-1	-0.965368	-0.260892	-2.42861e-17
0.0118	0.122073	0	3.10085	0	1.82582e-17	-0.181468	-9.59458	-4.29107	7.28655e-17	-0.938824	-0.344398	0	0	1.00614e-16	-1	0.344398	-0.938824	1.00614e-16	0.122073	0	3.10085	1.31987e-17	-1.26157e-17	4.94082	3.52753	9.9008	7.28655e-17	0.399731	0.916633	0	7.27329e-17	-6.95205e-17	-1	-0.916633	0.399731	1.00614e-16	0.565775	8.07335e-17	2.08339	1.8052e-17	-2.73612e-18	5.54821	-5.95735	14.617	8.6869e-17	-0.199819	0.979833	0	9.94778e-17	-1.50777e-17	-1	-0.979833	-0.199819	1.00614e-16	0.323994	2.01102e-16	0.89779	-8.67954e-18	-1.60632e-17	4.07098	22.0882	-1.60684	9.01797e-17	0.989679	-0.143301	0	-4.78296e-17	-8.85183e-17	-1	0.143301	0.989679	1.00614e-16	0.122073	0	3.10085	1.72663e-17	-5.93616e-18	-3.92452	-0.938528	10.4685	7.28655e-17	-0.0204541	0.999791	0	9.51478e-17	-3.27119e-17	-1	-0.999791	-0.0204541	1.00614e-16	0.0993694	1.05614e-16	1.99108	1.56297e-17	9.438e-18	-2.80137	-5.29104	3.2008	7.94547e-17	-0.780111	0.625641	0	8.61291e-17	5.20092e-17	-1	-0.625641	-0.780111	1.00614e-16	-0.844566	2.0983e-16	1.23406	1.81887e-17	-1.59139e-18	-1.90048	-4.38504	2.96686	6.80347e-17	-0.261259	0.965269	0	1.00231e-16	-8.76955e-18	-1	-0.965269	-0.261259	1.00614e-16
0.012	0.124171	0	3.10099	0	-3.27931e-17	-0.181769	-9.59435	-4.2889	-1.30234e-16	-0.938811	-0.344432	0	0	-1.80411e-16	-1	0.344432	-0.938811	-1.80411e-16	0.124171	0	3.10099	-2.36826e-17	2.26831e-17	4.94425	3.53907	9.89551	-1.30234e-16	0.400636	0.916237	0	-1.3029e-16	1.24791e-16	-1	-0.916237	0.400636	-1.80411e-16	0.568877	-1.44622e-16	2.08397	-3.24172e-17	4.95144e-18	5.55057	-5.94527	14.6231	-1.55412e-16	-0.198732	0.980054	0	-1.78343e-16	2.72403e-17	-1	-0.980054	-0.198732	-1.80411e-16	0.328412	-3.60417e-16	0.898106	1.56137e-17	2.88375e-17	4.02545	22.0931	-1.61473	-1.61403e-16	0.989562	-0.144107	0	8.58984e-17	1.5865e-16	-1	0.144107	0.989562	-1.80411e-16	0.124171	0	3.10099	-3.10195e-17	1.06386e-17	-3.92087	-0.944389	10.4668	-1.30234e-16	-0.0212389	0.999774	0	-1.70654e-16	5.85281e-17	-1	-0.999774	-0.0212389	-1.80411e-16	0.100595	-1.89426e-16	1.99124	-2.80632e-17	-1.69661e-17	-2.79907	-5.29594	3.19905	-1.42043e-16	-0.780462	0.625203	0	-1.54389e-16	-9.33388e-17	-1	-0.625203	-0.780462	-1.80411e-16	-0.843763	-3.76237e-16	1.23475	-3.26693e-17	2.84703e-18	-1.89979	-4.38785	2.97137	-1.21514e-16	-0.261626	0.965169	0	-1.7973e-16	1.56629e-17	-1	-0.965169	-0.261626	-1.80411e-16
0.0122	0.126267	0	3.10114	0	2.77939e-17	-0.182069	-9.59412	-4.28673	1.0984e-16	-0.938799	-0.344466	0	0	1.52656e-16	-1	0.344466	-0.938799	1.52656e-16	0.126267	0	3.10114	2.00525e-17	-1.92457e-17	4.94763	3.55063	9.89021	1.0984e-16	0.401542	0.915841	0	1.10137e-16	-1.05705e-16	-1	-0.915841	0.401542	1.52656e-16	0.571979	1.22252e-16	2.08456	2.74704e-17	-4.2281e-18	5.55291	-5.93314	14.6292	1.31203e-16	-0.197643	0.980274	0	1.50879e-16	-2.32225e-17	-1	-0.980274	-0.197643	1.52656e-16	0.332831	3.04815e-16	0.898424	-1.32539e-17	-2.44301e-17	3.98042	22.0979	-1.62241	1.36319e-16	0.989446	-0.144904	0	-7.27962e-17	-1.34181e-16	-1	0.144904	0.989446	1.52656e-16	0.126267	0	3.10114	2.62974e-17	-8.99707e-18	-3.91723	-0.950232	10.4652	1.0984e-16	-0.0220228	0.999757	0	1.44436e-16	-4.94157e-17	-1	-0.999757	-0.0220228	1.52656e-16	0.101822	1.60324e-16	1.99141	2.37774e-17	1.43921e-17	-2.79676	-5.30082	3.1973	1.19827e-16	-0.780812	0.624766	0	1.30596e-16	7.90473e-17	-1	-0.624766	-0.780812	1.52656e-16	-0.84296	3.18345e-16	1.23544	2.76897e-17	-2.40349e-18	-1.89908	-4.39064	2.97588	1.02412e-16	-0.261992	0.96507	0	1.52084e-16	-1.3201e-17	-1	-0.96507	-0.261992	1.52656e-16
0.0124	0.128364	0	3.10128	0	1.96142e-17	-0.182368	-9.59391	-4.28455	7.71345e-17	-0.938786	-0.3445	0	0	1.07553e-16	-1	0.3445	-0.938786	1.07553e-16	0.128364	0	3.10128	1.41372e-17	-1.35963e-17	4.95096	3.56219	9.8849	7.71345e-17	0.402448	0.915443	0	7.752e-17	-7.45538e-17	-1	-0.915443	0.402448	1.07553e-16	0.575082	8.60472e-17	2.08514	1.93825e-17	-3.00602e-18	5.55523	-5.92098	14.6352	9.22264e-17	-0.196555	0.980493	0	1.06282e-16	-1.64832e-17	-1	-0.980493	-0.196555	1.07553e-16	0.33725	2.14649e-16	0.898745	-9.3677e-18	-1.72327e-17	3.93585	22.1026	-1.62989	9.58636e-17	0.98933	-0.145691	0	-5.13669e-17	-9.44937e-17	-1	0.145691	0.98933	1.07553e-16	0.128364	0	3.10128	1.85629e-17	-6.3354e-18	-3.91361	-0.95606	10.4636	7.71345e-17	-0.0228061	0.99974	0	1.01788e-16	-3.47396e-17	-1	-0.99974	-0.0228061	1.07553e-16	0.103049	1.12985e-16	1.99157	1.67745e-17	1.01653e-17	-2.79446	-5.30569	3.19556	8.41668e-17	-0.781161	0.62433	0	9.19816e-17	5.57405e-17	-1	-0.62433	-0.781161	1.07553e-16	-0.842156	2.24282e-16	1.23613	1.95413e-17	-1.68944e-18	-1.89837	-4.39342	2.98039	7.18668e-17	-0.262359	0.96497	0	1.07153e-16	-9.2639e-18	-1	-0.96497	-0.262359	1.07553e-16
0.0126	0.130461	0	3.10143	0	1.01401e-17	-0.182667	-9.5937	-4.28237	3.96805e-17	-0.938774	-0.344534	0	0	5.55112e-17	-1	0.344534	-0.938774	5.55112e-17	0.130461	0	3.10143	7.30134e-18	-7.03641e-18	4.95425	3.57376	9.87957	3.96805e-17	0.403354	0.915044	0	3.99708e-17	-3.85204e-17	-1	-0.915044	0.403354	5.55112e-17	0.578184	4.43676e-17	2.08573	1.00185e-17	-1.56553e-18	5.55754	-5.90878	14.6412	4.74909e-17	-0.195465	0.980711	0	5.48456e-17	-8.57041e-18	-1	-0.980711	-0.195465	5.55112e-17	0.341671	1.10731e-16	0.899068	-4.8502e-18	-8.90485e-18	3.89173	22.1073	-1.63719	4.93852e-17	0.989215	-0.14647	0	-2.65521e-17	-4.87491e-17	-1	0.14647	0.989215	5.55112e-17	0.130461	0	3.10143	9.59898e-18	-3.26808e-18	-3.91	-0.961871	10.462	3.96805e-17	-0.0235886	0.999722	0	5.25491e-17	-1.78909e-17	-1	-0.999722	-0.0235886	5.55112e-17	0.104277	5.83295e-17	1.99173	8.66925e-18	5.25973e-18	-2.79215	-5.31054	3.19383	4.33081e-17	-0.78151	0.623893	0	4.74593e-17	2.87941e-17	-1	-0.623893	-0.78151	5.55112e-17	-0.84135	1.15755e-16	1.23682	1.01027e-17	-8.69931e-19	-1.89765	-4.39617	2.98489	3.69438e-17	-0.262725	0.964871	0	5.53065e-17	-4.76239e-18	-1	-0.964871	-0.262725	5.55112e-17
0.0128	0.132557	0	3.10157	0	6.34787e-18	-0.182965	-9.5935	-4.28019	2.47183e-17	-0.938761	-0.344569	0	0	3.46945e-17	-1	0.344569	-0.938761	3.46945e-17	0.132557	0	3.10157	4.56626e-18	-4.40962e-18	4.9575	3.58534	9.87424	2.47183e-17	0.404261	0.914644	0	2.4957e-17	-2.41009e-17	-1	-0.914644	0.404261	3.46945e-17	0.581287	2.77023e-17	2.08631	6.27063e-18	-9.87253e-19	5.55983	-5.89654	14.6472	2.9613e-17	-0.194375	0.980927	0	3.42723e-17	-5.39586e-18	-1	-0.980927	-0.194375	3.46945e-17	0.346093	6.91718e-17	0.899393	-3.04086e-18	-5.57213e-18	3.84806	22.1119	-1.64428	3.08076e-17	0.989101	-0.14724	0	-1.66199e-17	-3.04546e-17	-1	0.14724	0.989101	3.46945e-17	0.132557	0	3.10157	6.01067e-18	-2.0414e-18	-3.9064	-0.967666	10.4603	2.47183e-17	-0.0243704	0.999703	0	3.28515e-17	-1.11573e-17	-1	-0.999703	-0.0243704	3.46945e-17	0.105506	3.64651e-17	1.9919	5.4254e-18	3.29553e-18	-2.78985	-5.31537	3.19211	2.69843e-17	-0.781858	0.623456	0	2.96527e-17	1.80118e-17	-1	-0.623456	-0.781858	3.46945e-17	-0.840543	7.23449e-17	1.23752	6.32465e-18	-5.42424e-19	-1.89692	-4.39891	2.98939	2.29967e-17	-0.263091	0.964771	0	3.45676e-17	-2.96463e-18	-1	-0.964771	-0.263091	3.46945e-17
0.013	0.134653	0	3.10171	5.08655e-18	2.0982e-17	-0.183262	-9.59331	-4.278	-2.09577e-16	-0.938749	-0.344603	-2.77556e-17	2.77556e-17	1.14492e-16	-1	0.344603	-0.938749	1.14492e-16	0.134653	0	3.10171	1.15409e-17	-1.82462e-17	4.9607	3.59693	9.86889	-2.09577e-16	0.405168	0.914242	-2.77556e-17	6.2975e-17	-9.95634e-17	-1	-0.914242	0.405168	1.14492e-16	0.584389	6.99023e-17	2.0869	1.99261e-17	-8.31077e-18	5.5621	-5.88426	14.6531	-1.89324e-16	-0.193284	0.981143	-2.77556e-17	1.0873e-16	-4.53491e-17	-1	-0.981143	-0.193284	1.14492e-16	0.350515	2.01465e-16	0.89972	-1.4529e-17	-1.59696e-17	3.8048	22.1165	-1.65119	-1.79268e-16	0.988987	-0.148001	-2.77556e-17	-7.92797e-17	-8.71405e-17	-1	0.148001	0.988987	1.14492e-16	0.134653	0	3.10171	1.82403e-17	-1.15503e-17	-3.90281	-0.973446	10.4587	-2.09577e-16	-0.0251514	0.999684	-2.77556e-17	9.9531e-17	-6.30263e-17	-1	-0.999684	-0.0251514	1.14492e-16	0.106735	1.10479e-16	1.99206	2.05702e-17	6.55626e-18	-2.78754	-5.32019	3.19039	-1.96756e-16	-0.782206	0.62302	-2.77556e-17	1.12245e-16	3.57753e-17	-1	-0.62302	-0.782206	1.14492e-16	-0.839734	2.46295e-16	1.23821	2.0473e-17	-6.85384e-18	-1.89618	-4.40164	2.99389	-2.04689e-16	-0.263457	0.964671	-2.77556e-17	1.11714e-16	-3.73991e-17	-1	-0.964671	-0.263457	1.14492e-16
0.0132	0.136749	0	3.10185	0	-7.00532e-18	-0.183559	-9.59313	-4.27581	-2.7009e-17	-0.938736	-0.344637	0	0	-3.81639e-17	-1	0.344637	-0.938736	-3.81639e-17	0.136749	0	3.10185	-5.02916e-18	4.87669e-18	4.96387	3.60853	9.86353	-2.7009e-17	0.406074	0.91384	0	-2.73981e-17	2.65674e-17	-1	-0.91384	0.406074	-3.81639e-17	0.587492	-3.04119e-17	2.08749	-6.91756e-18	1.1054e-18	5.56436	-5.87194	14.6589	-3.24221e-17	-0.192193	0.981357	0	-3.76858e-17	6.02205e-18	-1	-0.981357	-0.192193	-3.81639e-17	0.354939	-7.60117e-17	0.900049	3.36566e-18	6.14385e-18	3.76196	22.121	-1.6579	-3.37596e-17	0.988874	-0.148754	0	1.83356e-17	3.34707e-17	-1	0.148754	0.988874	-3.81639e-17	0.136749	0	3.10185	-6.63655e-18	2.24295e-18	-3.89924	-0.979211	10.4571	-2.7009e-17	-0.0259317	0.999664	0	-3.61549e-17	1.22193e-17	-1	-0.999664	-0.0259317	-3.81639e-17	0.107965	-4.01319e-17	1.99223	-5.98352e-18	-3.64309e-18	-2.78524	-5.325	3.18868	-2.94987e-17	-0.782553	0.622584	0	-3.25973e-17	-1.9847e-17	-1	-0.622584	-0.782553	-3.81639e-17	-0.838924	-7.95746e-17	1.2389	-6.98011e-18	5.9382e-19	-1.89543	-4.40434	2.99838	-2.50905e-17	-0.263823	0.964571	0	-3.80266e-17	3.23504e-18	-1	-0.964571	-0.263823	-3.81639e-17
