time	Torso_X	Torso_Y	Torso_Z	Torso_RXV	Torso_RYV	Torso_RZV	Torso_XV	Torso_YV	Torso_ZV	Torso_R00	Torso_R01	Torso_R02	Torso_R10	Torso_R11	Torso_R12	Torso_R20	Torso_R21	Torso_R22	RightThigh_X	RightThigh_Y	RightThigh_Z	RightThigh_RXV	RightThigh_RYV	RightThigh_RZV	RightThigh_XV	RightThigh_YV	RightThigh_ZV	RightThigh_R00	RightThigh_R01	RightThigh_R02	RightThigh_R10	RightThigh_R11	RightThigh_R12	RightThigh_R20	RightThigh_R21	RightThigh_R22	RightLeg_X	RightLeg_Y	RightLeg_Z	RightLeg_RXV	RightLeg_RYV	RightLeg_RZV	RightLeg_XV	RightLeg_YV	RightLeg_ZV	RightLeg_R00	RightLeg_R01	RightLeg_R02	RightLeg_R10	RightLeg_R11	RightLeg_R12	RightLeg_R20	RightLeg_R21	RightLeg_R22	RightFoot_X	RightFoot_Y	RightFoot_Z	RightFoot_RXV	RightFoot_RYV	RightFoot_RZV	RightFoot_XV	RightFoot_YV	RightFoot_ZV	RightFoot_R00	RightFoot_R01	RightFoot_R02	RightFoot_R10	RightFoot_R11	RightFoot_R12	RightFoot_R20	RightFoot_R21	RightFoot_R22	LeftThigh_X	LeftThigh_Y	LeftThigh_Z	LeftThigh_RXV	LeftThigh_RYV	LeftThigh_RZV	LeftThigh_XV	LeftThigh_YV	LeftThigh_ZV	LeftThigh_R00	LeftThigh_R01	LeftThigh_R02	LeftThigh_R10	LeftThigh_R11	LeftThigh_R12	LeftThigh_R20	LeftThigh_R21	LeftThigh_R22	LeftLeg_X	LeftLeg_Y	LeftLeg_Z	LeftLeg_RXV	LeftLeg_RYV	LeftLeg_RZV	LeftLeg_XV	LeftLeg_YV	LeftLeg_ZV	LeftLeg_R00	LeftLeg_R01	LeftLeg_R02	LeftLeg_R10	LeftLeg_R11	LeftLeg_R12	LeftLeg_R20	LeftLeg_R21	LeftLeg_R22	LeftFoot_X	LeftFoot_Y	LeftFoot_Z	LeftFoot_RXV	LeftFoot_RYV	LeftFoot_RZV	LeftFoot_XV	LeftFoot_YV	LeftFoot_ZV	LeftFoot_R00	LeftFoot_R01	LeftFoot_R02	LeftFoot_R10	LeftFoot_R11	LeftFoot_R12	LeftFoot_R20	LeftFoot_R21	LeftFoot_R22
0.00036	0.000417957	0	0.950049	8.19153e-14	-3.60183e-14	1.57487	-0.343631	1.15155	4.40841e-14	-0.173076	0.984909	3.14193e-14	-5.20139e-14	2.28706e-14	-1	-0.984909	-0.173076	4.72955e-14	0.000417957	0	0.950049	7.09952e-14	-5.44713e-14	-1.11235	-0.059821	1.20023	4.40841e-14	0.0661955	0.997807	3.14193e-14	-4.508e-14	3.45878e-14	-1	-0.997807	0.0661955	4.72955e-14	0.0305369	-2.05114e-14	0.496046	6.83366e-14	-5.77715e-14	-1.39309	-0.0268911	0.696166	6.88685e-14	0.113363	0.993554	3.14193e-14	-4.33918e-14	3.66833e-14	-1	-0.993554	0.113363	4.72955e-14	0.0817768	-4.01245e-14	0.0469602	7.13272e-14	-5.40358e-14	-0.480339	-0.0304069	0.0649555	9.49812e-14	0.0600885	0.998193	3.14193e-14	-4.52908e-14	3.43112e-14	-1	-0.998193	0.0600885	4.72955e-14	0.000417957	0	0.950049	8.70442e-14	-2.07542e-14	1.66621	-0.544447	1.07132	4.40841e-14	-0.346789	0.937943	3.14193e-14	-5.52707e-14	1.31784e-14	-1	-0.937943	-0.346789	4.72955e-14	-0.157371	-2.51481e-14	0.523284	8.70304e-14	-2.0812e-14	1.67118	-0.543232	1.8298	5.35273e-14	-0.346166	0.938173	3.14193e-14	-5.52619e-14	1.32151e-14	-1	-0.938173	-0.346166	4.72955e-14	-0.313838	-5.01265e-14	0.0992299	8.18254e-14	-3.62221e-14	3.06859	-0.0663003	2.6408	6.29343e-14	-0.170623	0.985336	3.14193e-14	-5.19568e-14	2.3e-14	-1	-0.985336	-0.170623	4.72955e-14
0.00037	0.000429893	0	0.95005	8.19119e-14	-3.58419e-14	1.57481	-0.343637	1.15152	4.40846e-14	-0.17306	0.984911	3.14193e-14	-5.20139e-14	2.27596e-14	-1	-0.984911	-0.17306	4.72955e-14	0.000429893	0	0.95005	7.10352e-14	-5.42973e-14	-1.1123	-0.059866	1.20021	4.40846e-14	0.0661845	0.997807	3.14193e-14	-4.51073e-14	3.44787e-14	-1	-0.997807	0.0661845	4.72955e-14	0.0305438	-2.05238e-14	0.496048	6.8385e-14	-5.75994e-14	-1.39293	-0.0269381	0.696165	6.87899e-14	0.113349	0.993555	3.14193e-14	-4.34244e-14	3.65755e-14	-1	-0.993555	0.113349	4.72955e-14	0.0817774	-4.01517e-14	0.0469605	7.13658e-14	-5.3862e-14	-0.489467	-0.0304571	0.0650254	9.48248e-14	0.0600837	0.998193	3.14193e-14	-4.53172e-14	3.42023e-14	-1	-0.998193	0.0600837	4.72955e-14	0.000429893	0	0.95005	8.70092e-14	-2.05815e-14	1.66628	-0.544447	1.07129	4.40846e-14	-0.346773	0.937949	3.14193e-14	-5.52507e-14	1.30692e-14	-1	-0.937949	-0.346773	4.72955e-14	-0.157352	-2.51391e-14	0.523283	8.69955e-14	-2.06392e-14	1.67136	-0.543232	1.8298	5.34492e-14	-0.34615	0.938179	3.14193e-14	-5.52421e-14	1.31059e-14	-1	-0.938179	-0.34615	4.72955e-14	-0.313812	-5.01085e-14	0.0992261	8.18218e-14	-3.6047e-14	3.06213	-0.0662484	2.64089	6.27781e-14	-0.170593	0.985342	3.14193e-14	-5.19568e-14	2.28898e-14	-1	-0.985342	-0.170593	4.72955e-14
0.00038	0.000441829	0	0.950051	8.19085e-14	-3.56656e-14	1.57474	-0.343643	1.15149	4.40542e-14	-0.173045	0.984914	3.14193e-14	-5.20139e-14	2.26485e-14	-1	-0.984914	-0.173045	4.70735e-14	0.000441829	0	0.950051	7.10753e-14	-5.41233e-14	-1.11225	-0.0599108	1.20018	4.40542e-14	0.0661734	0.997808	3.14193e-14	-4.51346e-14	3.43697e-14	-1	-0.997808	0.0661734	4.70735e-14	0.0305507	-2.05363e-14	0.496049	6.84334e-14	-5.74273e-14	-1.39276	-0.0269851	0.696163	6.86803e-14	0.113335	0.993557	3.14193e-14	-4.3457e-14	3.64678e-14	-1	-0.993557	0.113335	4.70735e-14	0.0817781	-4.01788e-14	0.0469609	7.14045e-14	-5.36882e-14	-0.498501	-0.0305073	0.0650967	9.46374e-14	0.0600788	0.998194	3.14193e-14	-4.53437e-14	3.40934e-14	-1	-0.998194	0.0600788	4.70735e-14	0.000441829	0	0.950051	8.69742e-14	-2.04087e-14	1.66634	-0.544447	1.07126	4.40542e-14	-0.346757	0.937955	3.14193e-14	-5.52308e-14	1.296e-14	-1	-0.937955	-0.346757	4.70735e-14	-0.157333	-2.513e-14	0.523282	8.69606e-14	-2.04664e-14	1.67154	-0.543232	1.82981	5.33401e-14	-0.346135	0.938185	3.14193e-14	-5.52222e-14	1.29967e-14	-1	-0.938185	-0.346135	4.70735e-14	-0.313786	-5.00905e-14	0.0992222	8.18183e-14	-3.58718e-14	3.05567	-0.0661966	2.64097	6.2591e-14	-0.170563	0.985347	3.14193e-14	-5.19567e-14	2.27795e-14	-1	-0.985347	-0.170563	4.70735e-14
0.00039	0.000453765	0	0.950053	8.19924e-14	-3.58389e-14	1.57467	-0.343649	1.15146	4.40856e-14	-0.173029	0.984917	3.14193e-14	-5.20695e-14	2.27596e-14	-1	-0.984917	-0.173029	4.72955e-14	0.000453765	0	0.950053	7.11171e-14	-5.43097e-14	-1.1122	-0.0599556	1.20015	4.40856e-14	0.0661623	0.997809	3.14193e-14	-4.51631e-14	3.44895e-14	-1	-0.997809	0.0661623	4.72955e-14	0.0305576	-2.05492e-14	0.49605	6.84666e-14	-5.76153e-14	-1.39259	-0.0270319	0.696162	6.87965e-14	0.113321	0.993558	3.14193e-14	-4.34798e-14	3.65887e-14	-1	-0.993558	0.113321	4.72955e-14	0.0817787	-4.02021e-14	0.0469612	7.14471e-14	-5.38748e-14	-0.507442	-0.0305575	0.0651694	9.48386e-14	0.0600738	0.998194	3.14193e-14	-4.53726e-14	3.42133e-14	-1	-0.998194	0.0600738	4.72955e-14	0.000453765	0	0.950053	8.70879e-14	-2.05642e-14	1.66641	-0.544447	1.07123	4.40856e-14	-0.346742	0.937961	3.14193e-14	-5.53053e-14	1.30594e-14	-1	-0.937961	-0.346742	4.72955e-14	-0.157314	-2.51639e-14	0.523281	8.70742e-14	-2.0622e-14	1.67172	-0.543232	1.82981	5.34423e-14	-0.346119	0.938191	3.14193e-14	-5.52967e-14	1.30961e-14	-1	-0.938191	-0.346119	4.72955e-14	-0.313759	-5.0158e-14	0.0992184	8.19013e-14	-3.60466e-14	3.04921	-0.066145	2.64105	6.27635e-14	-0.170533	0.985352	3.14193e-14	-5.20116e-14	2.28915e-14	-1	-0.985352	-0.170533	4.72955e-14
0.0004	0.000465701	0	0.950054	8.19016e-14	-3.56626e-14	1.57461	-0.343655	1.15144	4.40552e-14	-0.173014	0.984919	3.14193e-14	-5.20139e-14	2.26485e-14	-1	-0.984919	-0.173014	4.70735e-14	0.000465701	0	0.950054	7.10723e-14	-5.41149e-14	-1.11215	-0.0600003	1.20013	4.40552e-14	0.0661512	0.99781	3.14193e-14	-4.51365e-14	3.43672e-14	-1	-0.99781	0.0661512	4.70735e-14	0.0305645	-2.05371e-14	0.496051	6.84311e-14	-5.74184e-14	-1.39242	-0.0270787	0.69616	6.86775e-14	0.113307	0.99356	3.14193e-14	-4.34591e-14	3.64652e-14	-1	-0.99356	0.113307	4.70735e-14	0.0817793	-4.01806e-14	0.0469616	7.14008e-14	-5.36808e-14	-0.51629	-0.0306077	0.0652436	9.46306e-14	0.0600687	0.998194	3.14193e-14	-4.53451e-14	3.40915e-14	-1	-0.998194	0.0600687	4.70735e-14	0.000465701	0	0.950054	8.69669e-14	-2.04071e-14	1.66647	-0.544447	1.0712	4.40552e-14	-0.346726	0.937966	3.14193e-14	-5.52308e-14	1.29601e-14	-1	-0.937966	-0.346726	4.70735e-14	-0.157295	-2.513e-14	0.523279	8.69533e-14	-2.04649e-14	1.6719	-0.543232	1.82981	5.33404e-14	-0.346103	0.938196	3.14193e-14	-5.52222e-14	1.29968e-14	-1	-0.938196	-0.346103	4.70735e-14	-0.313733	-5.00905e-14	0.0992145	8.18104e-14	-3.58713e-14	3.04275	-0.0660935	2.64113	6.25906e-14	-0.170503	0.985357	3.14193e-14	-5.1956e-14	2.27811e-14	-1	-0.985357	-0.170503	4.70735e-14
0.00041	0.000477636	0	0.950055	8.19856e-14	-3.54863e-14	1.57454	-0.343661	1.15141	4.40557e-14	-0.172998	0.984922	3.14193e-14	-5.20695e-14	2.25375e-14	-1	-0.984922	-0.172998	4.70735e-14	0.000477636	0	0.950055	7.11972e-14	-5.39618e-14	-1.1121	-0.0600449	1.2001	4.40557e-14	0.0661401	0.99781	3.14193e-14	-4.52177e-14	3.42714e-14	-1	-0.99781	0.0661401	4.70735e-14	0.0305714	-2.05741e-14	0.496052	6.85634e-14	-5.72711e-14	-1.39225	-0.0271254	0.696158	6.86083e-14	0.113293	0.993562	3.14193e-14	-4.35449e-14	3.63732e-14	-1	-0.993562	0.113293	4.70735e-14	0.08178	-4.02564e-14	0.0469619	7.15245e-14	-5.35273e-14	-0.525046	-0.030658	0.0653191	9.44948e-14	0.0600636	0.998195	3.14193e-14	-4.54255e-14	3.39954e-14	-1	-0.998195	0.0600636	4.70735e-14	0.000477636	0	0.950055	8.70179e-14	-2.02187e-14	1.66654	-0.544447	1.07118	4.40557e-14	-0.34671	0.937972	3.14193e-14	-5.52655e-14	1.2841e-14	-1	-0.937972	-0.34671	4.70735e-14	-0.157276	-2.51458e-14	0.523278	8.70045e-14	-2.02765e-14	1.67208	-0.543232	1.82981	5.32552e-14	-0.346087	0.938202	3.14193e-14	-5.5257e-14	1.28777e-14	-1	-0.938202	-0.346087	4.70735e-14	-0.313707	-5.0122e-14	0.0992107	8.18944e-14	-3.56964e-14	3.03629	-0.0660422	2.64122	6.24202e-14	-0.170473	0.985362	3.14193e-14	-5.20115e-14	2.26709e-14	-1	-0.985362	-0.170473	4.70735e-14
0.00042	0.000489571	0	0.950057	8.19822e-14	-3.56596e-14	1.57448	-0.343667	1.15138	4.40562e-14	-0.172983	0.984925	3.14193e-14	-5.20695e-14	2.26485e-14	-1	-0.984925	-0.172983	4.70735e-14	0.000489571	0	0.950057	7.11542e-14	-5.41274e-14	-1.11205	-0.0600895	1.20007	4.40562e-14	0.066129	0.997811	3.14193e-14	-4.51922e-14	3.4378e-14	-1	-0.997811	0.066129	4.70735e-14	0.0305782	-2.05625e-14	0.496053	6.85127e-14	-5.74343e-14	-1.39207	-0.027172	0.696156	6.86842e-14	0.11328	0.993563	3.14193e-14	-4.35145e-14	3.64784e-14	-1	-0.993563	0.11328	4.70735e-14	0.0817806	-4.0231e-14	0.0469623	7.14821e-14	-5.36936e-14	-0.533712	-0.0307082	0.065396	9.46445e-14	0.0600583	0.998195	3.14193e-14	-4.54005e-14	3.41025e-14	-1	-0.998195	0.0600583	4.70735e-14	0.000489571	0	0.950057	8.70456e-14	-2.03899e-14	1.6666	-0.544447	1.07115	4.40562e-14	-0.346695	0.937978	3.14193e-14	-5.52854e-14	1.29503e-14	-1	-0.937978	-0.346695	4.70735e-14	-0.157257	-2.51549e-14	0.523277	8.70321e-14	-2.04477e-14	1.67225	-0.543232	1.82982	5.33336e-14	-0.346072	0.938208	3.14193e-14	-5.52768e-14	1.2987e-14	-1	-0.938208	-0.346072	4.70735e-14	-0.313681	-5.014e-14	0.0992068	8.189e-14	-3.58709e-14	3.02982	-0.0659909	2.6413	6.2576e-14	-0.170443	0.985368	3.14193e-14	-5.20109e-14	2.27827e-14	-1	-0.985368	-0.170443	4.70735e-14
0.00043	0.000501506	0	0.950058	8.19788e-14	-3.60077e-14	1.57441	-0.343673	1.15135	4.40876e-14	-0.172967	0.984928	3.14193e-14	-5.20695e-14	2.28706e-14	-1	-0.984928	-0.172967	4.72955e-14	0.000501506	0	0.950058	7.10696e-14	-5.44628e-14	-1.112	-0.0601339	1.20004	4.40876e-14	0.0661179	0.997812	3.14193e-14	-4.51404e-14	3.45925e-14	-1	-0.997812	0.0661179	4.72955e-14	0.0305851	-2.05389e-14	0.496054	6.84124e-14	-5.77652e-14	-1.39188	-0.0272186	0.696155	6.88682e-14	0.113266	0.993565	3.14193e-14	-4.34527e-14	3.669e-14	-1	-0.993565	0.113266	4.72955e-14	0.0817812	-4.01795e-14	0.0469626	7.13992e-14	-5.40299e-14	-0.542288	-0.0307584	0.0654741	9.49781e-14	0.060053	0.998195	3.14193e-14	-4.53498e-14	3.43175e-14	-1	-0.998195	0.060053	4.72955e-14	0.000501506	0	0.950058	8.71046e-14	-2.07331e-14	1.66667	-0.544447	1.07112	4.40876e-14	-0.346679	0.937984	3.14193e-14	-5.53252e-14	1.31688e-14	-1	-0.937984	-0.346679	4.72955e-14	-0.157238	-2.5173e-14	0.523276	8.70908e-14	-2.07909e-14	1.67243	-0.543232	1.82982	5.35212e-14	-0.346056	0.938214	3.14193e-14	-5.53164e-14	1.32055e-14	-1	-0.938214	-0.346056	4.72955e-14	-0.313655	-5.0176e-14	0.099203	8.18851e-14	-3.62202e-14	3.02336	-0.0659399	2.64138	6.29187e-14	-0.170413	0.985373	3.14193e-14	-5.201e-14	2.30055e-14	-1	-0.985373	-0.170413	4.72955e-14
0.00044	0.00051344	0	0.95006	8.1888e-14	-3.56567e-14	1.57435	-0.343679	1.15132	4.40727e-14	-0.172952	0.98493	3.14193e-14	-5.20139e-14	2.26485e-14	-1	-0.98493	-0.172952	4.71845e-14	0.00051344	0	0.95006	7.10663e-14	-5.40983e-14	-1.11194	-0.0601783	1.20002	4.40727e-14	0.0661068	0.997813	3.14193e-14	-4.51402e-14	3.43624e-14	-1	-0.997813	0.0661068	4.71845e-14	0.030592	-2.05388e-14	0.496055	6.84266e-14	-5.74007e-14	-1.3917	-0.027265	0.696153	6.86874e-14	0.113252	0.993566	3.14193e-14	-4.34635e-14	3.646e-14	-1	-0.993566	0.113252	4.71845e-14	0.0817819	-4.01843e-14	0.046963	7.13934e-14	-5.36658e-14	-0.550776	-0.0308086	0.0655536	9.46325e-14	0.0600476	0.998196	3.14193e-14	-4.5348e-14	3.40877e-14	-1	-0.998196	0.0600476	4.71845e-14	0.00051344	0	0.95006	8.69524e-14	-2.0404e-14	1.66674	-0.544447	1.07109	4.40727e-14	-0.346664	0.93799	3.14193e-14	-5.52308e-14	1.29603e-14	-1	-0.93799	-0.346664	4.71845e-14	-0.157218	-2.513e-14	0.523274	8.69388e-14	-2.04618e-14	1.67261	-0.543231	1.82982	5.33565e-14	-0.34604	0.93822	3.14193e-14	-5.52221e-14	1.2997e-14	-1	-0.93822	-0.34604	4.71845e-14	-0.313629	-5.00904e-14	0.0991991	8.17947e-14	-3.58701e-14	3.0169	-0.065889	2.64146	6.26052e-14	-0.170383	0.985378	3.14193e-14	-5.19547e-14	2.27841e-14	-1	-0.985378	-0.170383	4.71845e-14
0.00045	0.000525374	0	0.950061	8.18846e-14	-3.56552e-14	1.57428	-0.343684	1.1513	4.40577e-14	-0.172936	0.984933	3.14193e-14	-5.20139e-14	2.26485e-14	-1	-0.984933	-0.172936	4.70735e-14	0.000525374	0	0.950061	7.10648e-14	-5.40941e-14	-1.11189	-0.0602227	1.19999	4.40577e-14	0.0660957	0.997813	3.14193e-14	-4.51411e-14	3.43612e-14	-1	-0.997813	0.0660957	4.70735e-14	0.0305989	-2.05392e-14	0.496056	6.84254e-14	-5.73963e-14	-1.39151	-0.0273114	0.696152	6.86705e-14	0.113238	0.993568	3.14193e-14	-4.34646e-14	3.64587e-14	-1	-0.993568	0.113238	4.70735e-14	0.0817825	-4.01852e-14	0.0469633	7.13916e-14	-5.36621e-14	-0.559175	-0.0308589	0.0656343	9.46136e-14	0.0600421	0.998196	3.14193e-14	-4.53487e-14	3.40867e-14	-1	-0.998196	0.0600421	4.70735e-14	0.000525374	0	0.950061	8.69487e-14	-2.04033e-14	1.6668	-0.544446	1.07107	4.40577e-14	-0.346648	0.937995	3.14193e-14	-5.52308e-14	1.29604e-14	-1	-0.937995	-0.346648	4.70735e-14	-0.157199	-2.513e-14	0.523273	8.69352e-14	-2.0461e-14	1.67279	-0.543231	1.82982	5.33412e-14	-0.346025	0.938225	3.14193e-14	-5.52221e-14	1.29971e-14	-1	-0.938225	-0.346025	4.70735e-14	-0.313603	-5.00904e-14	0.0991953	8.17908e-14	-3.58698e-14	3.01043	-0.0658382	2.64154	6.25895e-14	-0.170353	0.985383	3.14193e-14	-5.19544e-14	2.27848e-14	-1	-0.985383	-0.170353	4.70735e-14
0.00046	0.000537308	0	0.950062	8.18812e-14	-3.60033e-14	1.57422	-0.34369	1.15127	4.40891e-14	-0.172921	0.984936	3.14193e-14	-5.20139e-14	2.28706e-14	-1	-0.984936	-0.172921	4.72955e-14	0.000537308	0	0.950062	7.09802e-14	-5.44295e-14	-1.11184	-0.0602669	1.19996	4.40891e-14	0.0660846	0.997814	3.14193e-14	-4.50892e-14	3.45756e-14	-1	-0.997814	0.0660846	4.72955e-14	0.0306058	-2.05156e-14	0.496057	6.83253e-14	-5.77271e-14	-1.39132	-0.0273578	0.69615	6.88545e-14	0.113224	0.993569	3.14193e-14	-4.34027e-14	3.66704e-14	-1	-0.993569	0.113224	4.72955e-14	0.0817832	-4.01336e-14	0.0469637	7.13087e-14	-5.39984e-14	-0.567487	-0.0309091	0.0657162	9.49472e-14	0.0600365	0.998196	3.14193e-14	-4.52979e-14	3.43018e-14	-1	-0.998196	0.0600365	4.72955e-14	0.000537308	0	0.950062	8.70078e-14	-2.07464e-14	1.66687	-0.544446	1.07104	4.40891e-14	-0.346632	0.938001	3.14193e-14	-5.52705e-14	1.31789e-14	-1	-0.938001	-0.346632	4.72955e-14	-0.15718	-2.51481e-14	0.523272	8.6994e-14	-2.08042e-14	1.67296	-0.543231	1.82983	5.35287e-14	-0.346009	0.938231	3.14193e-14	-5.52618e-14	1.32156e-14	-1	-0.938231	-0.346009	4.72955e-14	-0.313576	-5.01264e-14	0.0991914	8.1786e-14	-3.6219e-14	3.00397	-0.0657875	2.64163	6.29322e-14	-0.170324	0.985388	3.14193e-14	-5.19535e-14	2.30076e-14	-1	-0.985388	-0.170324	4.72955e-14
0.00047	0.000549242	0	0.950064	8.18778e-14	-3.53027e-14	1.57415	-0.343696	1.15124	4.40277e-14	-0.172905	0.984938	3.14193e-14	-5.20139e-14	2.24265e-14	-1	-0.984938	-0.172905	4.68514e-14	0.000549242	0	0.950064	7.11448e-14	-5.37463e-14	-1.11179	-0.0603111	1.19994	4.40277e-14	0.0660735	0.997815	3.14193e-14	-4.51957e-14	3.41431e-14	-1	-0.997815	0.0660735	4.68514e-14	0.0306127	-2.0564e-14	0.496058	6.85222e-14	-5.70523e-14	-1.39113	-0.027404	0.696148	6.84822e-14	0.11321	0.993571	3.14193e-14	-4.35296e-14	3.62432e-14	-1	-0.993571	0.11321	4.68514e-14	0.0817838	-4.02394e-14	0.046964	7.14689e-14	-5.33146e-14	-0.575713	-0.0309593	0.0657994	9.42699e-14	0.0600309	0.998197	3.14193e-14	-4.54016e-14	3.38688e-14	-1	-0.998197	0.0600309	4.68514e-14	0.000549242	0	0.950064	8.68788e-14	-2.00579e-14	1.66693	-0.544446	1.07101	4.40277e-14	-0.346617	0.938007	3.14193e-14	-5.51909e-14	1.2742e-14	-1	-0.938007	-0.346617	4.68514e-14	-0.157161	-2.51119e-14	0.523271	8.68655e-14	-2.01156e-14	1.67314	-0.54323	1.82983	5.3154e-14	-0.345993	0.938237	3.14193e-14	-5.51825e-14	1.27787e-14	-1	-0.938237	-0.345993	4.68514e-14	-0.31355	-5.00543e-14	0.0991876	8.17839e-14	-3.55196e-14	2.9975	-0.0657371	2.64171	6.22462e-14	-0.170294	0.985393	3.14193e-14	-5.19543e-14	2.25643e-14	-1	-0.985393	-0.170294	4.68514e-14
0.00048	0.000561175	0	0.950065	8.19618e-14	-3.60003e-14	1.57409	-0.343701	1.15122	4.40901e-14	-0.17289	0.984941	3.14193e-14	-5.20695e-14	2.28706e-14	-1	-0.984941	-0.17289	4.72955e-14	0.000561175	0	0.950065	7.10621e-14	-5.4442e-14	-1.11174	-0.0603553	1.19991	4.40901e-14	0.0660624	0.997815	3.14193e-14	-4.5145e-14	3.45864e-14	-1	-0.997815	0.0660624	4.72955e-14	0.0306196	-2.0541e-14	0.496059	6.84068e-14	-5.77431e-14	-1.39093	-0.0274502	0.696147	6.88612e-14	0.113197	0.993573	3.14193e-14	-4.34581e-14	3.66836e-14	-1	-0.993573	0.113197	4.72955e-14	0.0817844	-4.01841e-14	0.0469644	7.13902e-14	-5.40111e-14	-0.583854	-0.0310095	0.0658837	9.4961e-14	0.0600251	0.998197	3.14193e-14	-4.53534e-14	3.43127e-14	-1	-0.998197	0.0600251	4.72955e-14	0.000561175	0	0.950065	8.70865e-14	-2.07292e-14	1.667	-0.544445	1.07098	4.40901e-14	-0.346601	0.938013	3.14193e-14	-5.53251e-14	1.3169e-14	-1	-0.938013	-0.346601	4.72955e-14	-0.157142	-2.51729e-14	0.523269	8.70727e-14	-2.0787e-14	1.67331	-0.543229	1.82983	5.35219e-14	-0.345978	0.938243	3.14193e-14	-5.53164e-14	1.32058e-14	-1	-0.938243	-0.345978	4.72955e-14	-0.313524	-5.01759e-14	0.0991837	8.18656e-14	-3.62186e-14	2.99104	-0.0656867	2.64179	6.29176e-14	-0.170264	0.985398	3.14193e-14	-5.20083e-14	2.30093e-14	-1	-0.985398	-0.170264	4.72955e-14
0.00049	0.000573108	0	0.950067	8.1871e-14	-3.56493e-14	1.57402	-0.343707	1.15119	4.41258e-14	-0.172874	0.984944	3.14748e-14	-5.20139e-14	2.26485e-14	-1	-0.984944	-0.172874	4.70735e-14	0.000573108	0	0.950067	7.10588e-14	-5.40775e-14	-1.11169	-0.0603993	1.19988	4.41258e-14	0.0660513	0.997816	3.14748e-14	-4.51448e-14	3.43563e-14	-1	-0.997816	0.0660513	4.70735e-14	0.0306264	-2.05409e-14	0.49606	6.84209e-14	-5.73787e-14	-1.39074	-0.0274963	0.696145	6.87311e-14	0.113183	0.993574	3.14748e-14	-4.34689e-14	3.64536e-14	-1	-0.993574	0.113183	4.70735e-14	0.0817851	-4.01888e-14	0.0469647	7.13843e-14	-5.36471e-14	-0.59191	-0.0310597	0.0659691	9.46663e-14	0.0600193	0.998197	3.14748e-14	-4.53516e-14	3.40828e-14	-1	-0.998197	0.0600193	4.70735e-14	0.000573108	0	0.950067	8.69343e-14	-2.04002e-14	1.66707	-0.544445	1.07096	4.41258e-14	-0.346585	0.938018	3.14748e-14	-5.52307e-14	1.29606e-14	-1	-0.938018	-0.346585	4.70735e-14	-0.157123	-2.513e-14	0.523268	8.69207e-14	-2.0458e-14	1.67349	-0.543229	1.82983	5.34079e-14	-0.345962	0.938249	3.14748e-14	-5.52221e-14	1.29973e-14	-1	-0.938249	-0.345962	4.70735e-14	-0.313498	-5.00904e-14	0.0991799	8.17752e-14	-3.58685e-14	2.98457	-0.0656365	2.64187	6.26549e-14	-0.170235	0.985403	3.14748e-14	-5.19531e-14	2.27878e-14	-1	-0.985403	-0.170235	4.70735e-14
0.0005	0.000585041	0	0.950068	8.18676e-14	-3.59973e-14	1.57396	-0.343712	1.15116	4.40911e-14	-0.172859	0.984947	3.14193e-14	-5.20139e-14	2.28706e-14	-1	-0.984947	-0.172859	4.72955e-14	0.000585041	0	0.950068	7.09743e-14	-5.44129e-14	-1.11164	-0.0604433	1.19986	4.40911e-14	0.0660402	0.997817	3.14193e-14	-4.5093e-14	3.45708e-14	-1	-0.997817	0.0660402	4.72955e-14	0.0306333	-2.05173e-14	0.496061	6.83208e-14	-5.77095e-14	-1.39054	-0.0275424	0.696144	6.88489e-14	0.113169	0.993576	3.14193e-14	-4.34071e-14	3.66653e-14	-1	-0.993576	0.113169	4.72955e-14	0.0817857	-4.01373e-14	0.0469651	7.13016e-14	-5.39833e-14	-0.599883	-0.0311099	0.0660557	9.49336e-14	0.0600134	0.998198	3.14193e-14	-4.53009e-14	3.42979e-14	-1	-0.998198	0.0600134	4.72955e-14	0.000585041	0	0.950068	8.69933e-14	-2.07433e-14	1.66713	-0.544444	1.07093	4.40911e-14	-0.34657	0.938024	3.14193e-14	-5.52705e-14	1.31791e-14	-1	-0.938024	-0.34657	4.72955e-14	-0.157104	-2.51481e-14	0.523267	8.69795e-14	-2.08011e-14	1.67366	-0.543228	1.82984	5.35292e-14	-0.345946	0.938254	3.14193e-14	-5.52617e-14	1.32158e-14	-1	-0.938254	-0.345946	4.72955e-14	-0.313472	-5.01264e-14	0.099176	8.17704e-14	-3.62176e-14	2.9781	-0.0655865	2.64195	6.29313e-14	-0.170206	0.985409	3.14193e-14	-5.19522e-14	2.30106e-14	-1	-0.985409	-0.170206	4.72955e-14
